Dialogue_ID,Utterance_ID,Response
625,8,"That sounds like a good idea, actually."
625,9,"Yeah, it does."
625,10,That sounds like a nice date.
625,11,"You're really invested in this, aren't you?"
625,12,That sounds stressful.
625,13,"I understand, it's tough when money's tight."
625,14,I get that this is frustrating.
625,15,It sounds like you're feeling a little discouraged.
625,16,I'm feeling a little stressed about this.
625,17,"Oh, Joey."
625,18,"Wow, that's a bit out of my league right now."
625,19,"I don’t think so, man."
626,0,Hey there.
626,1,How are you feeling today?
626,2,How are you doing today?
626,3,You're very welcome.
626,4,"Okay, I understand."
626,5,"I appreciate that, but I'm good, thanks."
626,6,I know the feeling.
626,7,"No, I'm really not."
626,8,"Take it easy, you don't want to push yourself."
626,9,"Yeah, it can be a lot to handle."
626,10,"Take it easy, try to stay cool."
626,11,I'd like that very much.
626,12,I'm glad you like it here.
626,13,It feels… safe.
627,0,"Oh, wow, that must have been tough to hear."
628,0,What's wrong?
628,1,"Oh no, that's terrible!"
628,2,"Wow, that's exciting!"
628,3,"Wow, that's a pretty serious find!"
628,4,"Wow, that must have been a long journey."
628,5,"Wow, that must have been a long haul."
628,6,I can't believe you have to work with that.
628,7,"Oh no, are you alright?"
628,8,I know how frustrating that can be.
628,9,"Oh no, that's so frustrating!"
628,10,That sounds incredibly frustrating!
628,11,Sounds like you're feeling pretty frustrated.
628,12,That sounds like a frustrating situation.
628,13,Of course!
629,0,That sounds like a very important rule for Funny Clown.
629,1,"I know, it's frustrating when things don't go as planned."
629,2,I understand you're trying to make things fun.
629,3,That sounds like a lot of fun.
629,4,That sounds really special.
629,5,I know you want him to be happy.
629,6,I'm glad you think so.
629,7,That's so thoughtful of you.
629,8,That's so sweet.
629,9,I'm so glad you feel loved.
629,10,That must have been unexpected.
629,11,Are you okay?
629,12,I can hear the worry in your voice.
629,13,Sounds like you're looking forward to it.
629,14,Sounds like a plan!
629,15,"Oh, honey, what's wrong?"
629,16,I can see why you're upset.
629,17,"Oh, honey, I am so sorry."
630,0,"Thank you, that's so thoughtful of you."
630,1,"You're very welcome, dear."
630,2,"A little bit, yes."
630,3,"Oh, good, I'm glad."
630,4,"That’s so thoughtful of you, Monica."
630,5,"Oh, honey, I'm so sorry, I didn't realize it was that bad."
630,6,"I'm so sorry, I know that smell can be unpleasant."
630,7,I'm on it!
630,8,"Oh, great."
630,9,Oh no!
630,10,"Oh my god, really?"
630,11,"Oh Phoebe, I’m so sorry."
630,12,"Oh no, I'm so sorry, Phoebe."
630,13,"Oh, Phoebe."
630,14,"Oh, wow, that's a lot to process."
631,0,"Oh wow, that's a huge moment!"
632,0,"I know, it's hard to believe right now."
632,1,"Oh, honey."
632,2,"I know, it's a lot to take in."
632,3,"I'm just shocked, that's all."
632,4,"I know, it's a lot to take in."
632,5,"Oh, honey, you must be so conflicted right now."
632,6,I feel like I'm in a nightmare.
632,7,"I know, it doesn't make any sense."
632,8,"I know, it's a lot to take in."
632,9,"Oh, honey."
632,10,I don't know what to do.
632,11,"Oh, honey."
632,12,I don't know anymore.
632,13,"Oh, honey."
632,14,I'm just so scared.
632,15,"Oh, honey."
632,16,I just don't know anymore.
632,17,"Oh, honey."
633,0,"It was more like we were pulled apart, slowly, painfully."
633,1,"I'm sorry, that must be difficult."
633,2,"I know, it's hard to believe, isn't it?"
633,3,I can see how much you love it.
633,4,Thank you.
633,5,That’s wonderful.
633,6,"I know, it's a lot to take in."
633,7,"I'm not sure, I haven't seen him."
633,8,I can't believe this is happening.
633,9,What's wrong?
634,0,I understand this is important to you.
634,1,Thank you.
634,2,"Oh, wow, that must have felt really good."
634,3,I'm sorry you feel that way.
634,4,"Oh, honey, I get it."
634,5,"I know, and it's hard to see him grow up, isn't it?"
634,6,I know you want him to be safe.
634,7,"I'm sorry, that really sucks."
634,8,"I understand, it sucks."
635,0,"Oh, wow, you seem really excited!"
635,1,"Oh, you just wouldn't believe it."
635,2,I understand the excitement; it's tempting to want to see what's inside.
635,3,I can’t believe you’re actually going to try this!
635,4,"Wow, oranges, huh?"
635,5,I'm so nervous right now.
635,6,"Oh, no, here we go."
635,7,Here you go.
635,8,"Oh, I understand, it can be frustrating when you can't see something clearly."
635,9,"Oh, you must be so relieved!"
636,0,Okay!
636,1,What's on your mind?
636,2,That sounds like a really tough realization to come to.
636,3,That's a really positive way to look at things.
636,4,That's a really specific dream.
636,5,That sounds like a lot to process.
636,6,"That sounds like a lot of pressure, but also exciting."
637,0,I feel so anxious right now.
637,1,"Oh no, you're worried about the technicality?"
637,2,"I'm really sorry, I didn't mean to upset you."
637,3,"I don’t know, I guess I’m just really disappointed."
637,4,It sounds like you're feeling a bit lost right now.
637,5,"I'm just really frustrated right now, and I'm sorry."
637,6,I can tell you’re really upset.
637,7,I can’t believe this is happening.
637,8,I think you're really frustrated right now.
637,9,I can't believe you're doing this.
637,10,"Okay, I get it, you're feeling a bit stressed about this."
637,11,Alright.
638,0,"Yes, sweetheart?"
638,1,I miss you so much.
638,2,"Hey, kiddo."
638,3,I miss those days too.
638,4,"I know, sweetheart, it's a lot to take in."
638,5,"Oh, Dad…"
638,6,I know it's hard.
638,7,I understand; it must be hard to let go.
638,8,It sounds like you're really looking forward to revisiting those memories.
638,9,"It's a little overwhelming, isn't it?"
638,10,"I know, it's hard to believe how quickly time passes."
638,11,I miss those days too.
638,12,"I know, right?"
639,0,"Good, I'm glad you were able to do that."
639,1,"I'm glad you're here, Ben."
639,2,Ready as I'll ever be!
639,3,"Okay, here it comes."
639,4,I'm here with you.
639,5,Ouch!
639,6,Great job!
639,7,"It's hard to tell with all the smoke, isn't it?"
639,8,"Okay, I'm here with you."
639,9,I'm so glad!
639,10,"Oh no, I'm so sorry!"
640,0,"Thank you, I'm glad you find it impressive."
640,1,"Tell me more about that, I'm intrigued."
640,2,"It was a nightmare before, honestly."
640,3,Is something wrong?
640,4,"Yes, those are the ones."
640,5,I bet it did.
640,6,I can see how you might be concerned about that.
640,7,"Yes, I have."
640,8,It sounds like you value that mentorship a great deal.
640,9,It sounds like you really appreciate Rachel's thoughtfulness.
640,10,It sounds like you're feeling a bit unsure of yourself right now.
640,11,I understand that you have been working hard.
640,12,That sounds challenging.
640,13,And you clearly grasp the importance of that.
640,14,I understand.
640,15,It sounds like you really enjoy that aspect of the job.
640,16,That sounds a little uncomfortable.
641,0,"Yes, I do."
641,1,"I did, I told her you weren't feeling well."
642,0,"Thank you, that means a lot to me."
642,1,"Yes, you do, and it lights up the whole room."
642,2,I don't think I can do that.
642,3,You got this.
642,4,"I'm sorry, that must be frustrating."
643,0,"I don't know, but I hope he's okay."
643,1,"Hey, what's wrong?"
643,2,"Okay, okay, I'm going."
643,3,I just do.
643,4,I just wanted to see you.
643,5,It's just that I wasn't expecting her.
643,6,"Oh, honey, that sounds like a lot of work."
644,0,"I'm so sorry, that sounds really upsetting."
644,1,"Oh no, what happened next?"
644,2,"I'm so sorry, I know you're upset."
644,3,"Oh no, that sounds frustrating."
644,4,"Oh, wow, that must have been really tough to watch."
644,5,That must have been really confusing.
644,6,It sounds like you're really shocked.
644,7,I can only imagine how shocking that must have been.
644,8,I can't believe this actually happened!
644,9,I can't believe you're still bringing that up!
644,10,"I know, it's a lot to take in."
645,0,"Of course, I will."
645,1,"Thank you, I really appreciate that."
645,2,I know you're not.
645,3,"It's okay, you're not alone in feeling overwhelmed."
645,4,"Oh honey, what happened?"
645,5,"Oh honey, that must feel absolutely terrifying."
645,6,"Oh honey, you must be feeling so overwhelmed right now."
645,7,I'm just so scared of messing up.
645,8,I'm not going anywhere.
645,9,I'm right here.
645,10,I'll be right back.
645,11,I'm here.
645,12,It's okay to be scared.
645,13,"Oh honey, I'm right here."
645,14,I think the baby is coming!
645,15,You seem a little frazzled.
645,16,"Oh honey, are you feeling a little overwhelmed right now?"
646,0,"Oh wow, that's a big decision!"
646,1,"I'm so nervous, I feel like I'm going to throw up!"
646,2,I'm so excited and nervous for you!
646,3,I'm so nervous!
646,4,I'm so glad to hear that.
646,5,I'm so sorry to keep you in suspense!
646,6,"Oh, wow, that sounds like a tough situation."
646,7,"Yeah, I can see how that might be a little disappointing."
646,8,That would be so amazing!
646,9,"Oh, wow, that's a lot to take in, isn't it?"
646,10,I'm so excited to hear what you think!
646,11,I know it would be so cool.
646,12,That's a really thoughtful idea.
646,13,I'm glad you think so.
646,14,I am so excited to hear!
646,15,"Oh no, I'm so excited!"
646,16,"Well, I guess it's because I've been thinking about it, too."
646,17,Oh.
646,18,"Oh, honey, no."
646,19,"Oh, wow."
646,20,"I'm so sorry, I didn't mean to hurt your feelings."
646,21,I'm so glad you think so.
647,0,"Wow, that sounds like a really frustrating situation."
648,0,"I know, it's everything all at once, isn't it?"
648,1,That sounds incredibly frustrating.
648,2,That sounds incredibly frustrating.
648,3,It sounds incredibly frustrating to have to deal with that.
648,4,I can understand why that would be frustrating.
648,5,I can't believe you would think that.
648,6,That must have been a really frustrating time for you.
649,0,I just needed to get out for a bit.
649,1,"Oh, Joey, that's so thoughtful of you."
649,2,You're very welcome.
649,3,You remembered.
649,4,I hope you like it.
649,5,"Oh, Joey..."
649,6,"Oh, you must be exhausted."
649,7,"I got you, I'm sorry."
649,8,I'm so glad you're happy!
649,9,I'm so glad you think so!
649,10,"Oh, wow, that sounds uncomfortable."
649,11,"I know, it's just… a lot."
649,12,I’m glad you like it.
649,13,"I know, right?"
649,14,I can pick that up later.
649,15,You’re glowing.
649,16,"Oh, so you're not the only one with a roommate?"
649,17,He is.
649,18,I'll try.
649,19,"Well, he's got a certain charm, I guess."
649,20,"Oh, so it's like that, huh?"
649,21,"It's not always easy, is it?"
649,22,"Oh, that must be a relief!"
649,23,"Oh, honey, I'm sorry."
650,0,"Yeah, it sounds like he was really out of line."
650,1,It's frustrating when someone acts like that.
650,2,It's frustrating when people act like that.
650,3,I just feel so defeated right now.
650,4,"I'm sorry, that must sting."
650,5,"You're right, it's easy to get defensive when we feel called out."
650,6,"The difference is, I'm not as bad as *him*."
650,7,That was a low blow.
650,8,That's fantastic!
651,0,"Oh, that sounds disappointing."
651,1,"Oh, that's so frustrating!"
651,2,"Oh, that's frustrating!"
651,3,"Yeah, it's frustrating when things don't go smoothly."
651,4,I'm sorry things are so difficult right now.
651,5,I'll miss you too.
651,6,"That sounds frustrating, I understand."
651,7,I can't believe you're going through this.
651,8,It sounds like you're really struggling with this.
651,9,"Oh, that would be a lot to deal with."
651,10,I'm here for you.
651,11,"Oh, honey."
651,12,You seem really frustrated.
652,0,I'm so sorry you're feeling that way.
652,1,"I'm so sorry, that sounds incredibly overwhelming."
652,2,I can only imagine how unsettling that must be.
652,3,I know.
652,4,"I'm so sorry, it must feel like an eternity."
652,5,I understand that feeling.
652,6,I'm so glad you noticed.
652,7,"You're really taken with her, aren't you?"
652,8,I'm too nervous to even move.
652,9,That sounds incredibly frustrating.
652,10,I'm just so awkward when I'm trying to be cool.
652,11,"I know that feeling, of being tongue-tied and unsure."
652,12,"You're really down on yourself, aren't you?"
652,13,"You're right, it's a tough feeling."
652,14,I don't know... maybe it's just not in the cards for me.
652,15,"Yes, I do."
653,0,"Alright, I'm ready."
653,1,What do you think?
653,2,I'm here.
653,3,I'm so glad you're enjoying this.
653,4,I understand.
654,0,"It's okay, I understand."
654,1,I feel terrible; I really do.
654,2,I understand you're feeling really bad right now.
654,3,"I know, I know, I messed up badly."
654,4,"I don’t know, Chandler… I just… I’m really hurt."
654,5,"Oh, thank you, thank you, thank you!"
654,6,Okay.
654,7,I'm so relieved.
654,8,I can't believe this is happening.
655,0,I understand that feeling.
655,1,That's a surprise!
655,2,That’s a real bummer.
655,3,"This is terrible, I know."
655,4,I’m glad I could do that for you.
655,5,It’s truly heartbreaking.
655,6,"It's so frustrating, isn't it?"
655,7,This really sucks.
655,8,"I'm glad you feel that way, but I'm still so conflicted."
655,9,"Yeah, it's exciting, isn't it?"
655,10,I'm glad you think so.
655,11,"I understand, it's frustrating."
655,12,I am so sorry.
655,13,I shouldn't want this so badly.
655,14,I just feel so frustrated right now.
655,15,I'm not sure if I'm ready for this.
656,0,"I know, but it doesn't always feel that way, does it?"
657,0,I'm not sure I'm ready to talk about that right now.
657,1,"Oh, I see, that must feel a bit awkward."
657,2,"It can be fun to imagine, right?"
657,3,"Wow, that's so exciting!"
657,4,"Oh wow, congratulations!"
657,5,"Wow, that's exciting!"
657,6,That's so soon!
657,7,"I know, I'm starting to get so stressed!"
657,8,I'm so excited for you!
657,9,"Oh, that's great!"
657,10,"Oh wow, that must have been unexpected."
657,11,"Yeah, I can imagine how that might be shocking."
657,12,"Oh, that sounds like a lot to process!"
657,13,"Oh, that would be so fun!"
657,14,"Oh, wow, that's a big difference!"
657,15,"I know, right?!"
657,16,What?
657,17,"Oh, wow, that's so cool!"
657,18,I hear you.
657,19,"Oh no, not the dreaded ""other color"" question."
658,0,That sounds like a really special memory for you.
658,1,"I know, right?"
658,2,That sounds like a truly special connection.
658,3,"Not yet, I'm still riding this high."
658,4,"I know, it’s terrifying, but also really exciting, isn't it?"
658,5,I'm so nervous for you right now.
658,6,"You're right, it's agonizing to wait."
658,7,"It's a tough call, for sure."
658,8,It's tough when you're excited but also trying not to mess things up.
658,9,"You're right, it's a delicate balance."
658,10,That sounds incredibly frustrating.
658,11,"You're really conflicted, aren't you?"
658,12,That must have been so disappointing.
658,13,That must have been so frustrating.
658,14,"Oh, wow..."
658,15,"Wow, that must have been awkward."
658,16,That sounds mortifying.
658,17,"Oh man, that's rough."
658,18,"I see them, but I don't understand what's happening!"
658,19,"Oh, wow, this is so nerve-wracking!"
658,20,"You're really worried about this, aren't you?"
659,0,"It's a long story, and not a very happy one, to be honest."
659,1,"Oh wow, that's interesting, and a little surprising."
659,2,"I'm sorry, that sounds really frustrating."
659,3,It sounds like you're feeling really stressed and apologetic right now.
659,4,I can only imagine how frustrating that must be.
659,5,"No, I don't think it would be weird at all."
659,6,I can hear the worry in your voice.
659,7,It sounds like you're feeling a bit conflicted about it all.
659,8,I'm glad you asked her.
659,9,It sounds like you're really trying to be strong for everyone.
659,10,"It's okay, you don't have to if you don't want to."
659,11,"It's okay, we can make room."
659,12,I'm so glad you're here.
659,13,"Okay, okay, we can make room."
659,14,I can't believe they're making you do this.
659,15,I'm glad you're here.
659,16,"Hi, Carol."
659,17,Hi Carol.
659,18,"Oh, that's lovely."
659,19,"You seem a little down, Carol."
660,0,"Okay, I'm here."
660,1,"Oh, wow."
660,2,I was really scared.
660,3,I can imagine how much you wanted it.
660,4,"Oh, that's disappointing."
660,5,"Oh, that must have been awful."
660,6,I bet that felt awful.
660,7,It sounds like it really hurt.
660,8,It's good that you can see how far you've come.
660,9,"That’s a really nice feeling, isn’t it?"
660,10,It's nice to feel understood.
660,11,Let's go.
660,12,"I'm so glad, let's go."
660,13,I'm glad you're feeling good about this.
660,14,I'm so sorry.
660,15,"I'm so sorry, that sounds awful."
661,0,I'm feeling really overwhelmed right now.
661,1,"Oh, come on, you're just trying to make this harder."
661,2,I can see how that would be frustrating.
661,3,"Oh, are you worried about the birds?"
661,4,It sounds like you're worried about the birds' comfort.
661,5,"I'm sorry, I'm just not sure what to do."
661,6,"Oh, you really want to find the right thing, don't you?"
661,7,I can see why you're frustrated.
661,8,I just want you to be happy with it.
661,9,"I'm sorry, I know you miss Kip."
662,0,"Yes, Bijan for men."
662,1,"Yes, it's a classic."
662,2,That sounds really nice.
662,3,"Oh, okay."
662,4,"Oh, I see."
662,5,"Yeah, maybe."
662,6,That sounds really frustrating.
663,0,I'm so glad you enjoyed it!
663,1,"They're so good together, aren't they?"
663,2,"I know, it's so sad."
663,3,You sound so excited!
663,4,I appreciate that.
663,5,Thank you.
663,6,I feel so lucky to have you.
663,7,I...
663,8,Just chillin'.
663,9,"Yeah, I think so!"
664,0,"I don't know, and that's what's scaring me."
664,1,That sounds incredibly painful.
664,2,I just don't know if there's anything left to work with.
664,3,"It's tough to feel like you have no control, isn't it?"
664,4,"I know it's hard to face, but it sounds like you're hurting."
664,5,"I get that you're trying to lighten the mood, but you're really hurting right now."
664,6,"I'm sorry, that's a tough one."
664,7,He almost drowned after eating a chili dog.
664,8,"Oh, I see, you're feeling a bit helpless right now."
665,0,That's wonderful news!
665,1,"That's a wonderful feeling, isn't it?"
665,2,I'm so excited for you!
665,3,"Alright, I'll be waiting here with you."
665,4,"Yes, hopefully, we'll have a few good ones to choose from."
665,5,"Wow, that's a lot to take in."
665,6,I can see why you're feeling overwhelmed right now.
665,7,That's a lot to take in.
665,8,I understand how discouraging that must feel.
665,9,"Oh honey, that sounds incredibly disheartening."
665,10,"I know, it's a lot to take in."
665,11,I can see how determined you are to make this happen.
665,12,I understand how much pressure you're feeling right now.
665,13,"Oh, honey, that's a lot of pressure to put on yourselves."
665,14,I understand that this is a lot of pressure.
665,15,"That's a lot of pressure, isn't it?"
665,16,"Oh, honey, I am so, so sorry."
665,17,"I know, this is a lot to take in."
665,18,That sounds really overwhelming and stressful.
666,0,Hey there! What's up?
666,1,How are you doing?
666,2,"Oh no, that's the worst when you're hungry!"
666,3,"That's really disappointing, I'm sorry to hear that."
666,4,"I know, it's so frustrating when your go-to spots are unavailable."
666,5,"I'm really frustrated too, I was looking forward to some good food."
666,6,"I'm sorry, I know how frustrating that can be."
666,7,"Oh, I'm sorry, Danny, I just miss Johnos."
666,8,"Oh, that's a bummer, especially with the gala."
666,9,I'm sure you can come up with something.
666,10,I guess that's a good point.
666,11,"That sounds frustrating, like a real letdown."
666,12,What's up?
666,13,"Oh, good!"
666,14,"Of course, anytime!"
666,15,You sound excited!
666,16,"Oh, I miss him."
667,0,"That's so sweet, thank you."
667,1,I love you too.
667,2,I understand the need for something familiar.
667,3,That sounds... concerning.
667,4,I'm so glad we found something!
667,5,"Oh, honey."
667,6,Sounds like you're feeling a little stuck.
667,7,"Wow, that's a big ask."
667,8,"I know, it feels wrong, doesn't it?"
667,9,I feel like I'm being pressured into something I'm not comfortable with.
668,0,That sounds tough.
668,1,I'm trying.
669,0,"Not much, honestly, just feeling a bit down lately."
669,1,That's great news!
669,2,"Yeah, I'm really nervous about it."
669,3,I went to the beach.
669,4,"Wow, that sounds amazing."
670,0,"Oh, honey, I'm so sorry."
670,1,"I'm sorry, I understand."
670,2,"I'm so sorry, I didn't know you were worried."
670,3,"I'm so sorry, I shouldn't have just left."
670,4,"Hey, it's okay, you're safe now."
670,5,"Oh, honey."
670,6,"Oh honey, are you okay?"
670,7,"I know, I know, but you have to pull it together."
670,8,"Oh honey, it sounds like you're really struggling right now."
670,9,"I hear the frustration in your voice, I do."
670,10,I understand.
670,11,"Oh, honey."
670,12,"Oh honey, I'm so sorry."
670,13,"Oh, honey, that sounds rough."
670,14,"Oh, honey."
670,15,"Oh, honey, I'm so sorry."
671,0,It sounds like you really appreciate the technical aspects of his work.
671,1,I can see how that might feel a bit overwhelming.
671,2,"Oh, I hear you; sometimes it's hard to focus."
671,3,"Oh, you're feeling a little overwhelmed, aren't you?"
671,4,"It's okay, we all have those moments."
671,5,I feel so overwhelmed right now.
671,6,You seem a little overwhelmed right now.
671,7,"I'm sorry, I know you're feeling overwhelmed."
671,8,I appreciate you noticing my effort.
671,9,"Wow, that sounds intense!"
671,10,That sounds incredibly challenging!
671,11,I can see how that would be frustrating.
671,12,That must have been quite the role!
671,13,"You know, I'm kinda feeling a little overwhelmed right now, too."
671,14,It's amazing how you can still focus on the art with all that going on!
671,15,"I know, I know, I get carried away sometimes."
671,16,"I can see that you're really excited, but let's stick to the script."
671,17,I can see how frustrating this is for you.
672,0,What's wrong?
672,1,I just... I don't know.
672,2,"Oh, no, what's wrong?"
672,3,"Yeah, I'm done."
672,4,"Oh, wow, I understand wanting to be thorough."
672,5,"I know, I know, and I feel terrible."
672,6,I understand.
672,7,"Yes, it does."
672,8,"It's okay, you don't have to be sorry."
672,9,I know this is hard.
672,10,I understand.
672,11,"I just got so caught up in the details, I guess."
672,12,It sounds like you're feeling really conflicted right now.
672,13,"I’m so sorry, I know how much this means to you."
672,14,I'm just… really nervous.
672,15,I'm just trying to understand.
673,0,I know this must be hard to hear.
673,1,I'm sorry to hear that.
673,2,"I know, it's a lot to process."
673,3,"Wow, that must feel like a lot of change."
673,4,I can only imagine how difficult this must be for you.
673,5,I can't believe you're going through this again.
673,6,"Oh, Ross, I can only imagine how that felt."
673,7,"Oh, Ross."
673,8,"Oh, Ross."
673,9,I can't imagine how confusing and overwhelming that must be.
673,10,This must be so overwhelming for you.
673,11,I understand this must be a lot to process.
673,12,It sounds like you're feeling overwhelmed by all of this.
673,13,I understand this is a lot to process.
673,14,It must be overwhelming.
673,15,"Okay, I understand."
673,16,It sounds like you're really hoping this can be resolved quickly.
673,17,"Oh, boy."
673,18,"It’s going to be a long day, isn’t it?"
673,19,I understand this is difficult.
673,20,"Oh, Ross."
674,0,"Oh, wow, that's a lot."
674,1,"Yeah, that sounds like a lot of fun, actually."
674,2,"Oh no, cursed money? That's unsettling."
674,3,"It's just a joke, right?"
674,4,"Oh, that's a little intense, isn't it?"
674,5,You really think so?
674,6,"Oh, honey."
674,7,"I hope the movie's good, then."
674,8,"You're right, it's always something, isn't it?"
675,0,I don't know if I'm ready.
675,1,I'm so ready.
675,2,"I understand, it's important to feel confident."
675,3,"Oh, man, I can see how that would be frustrating."
675,4,You're welcome.
675,5,"I get it, it's easy to mix things up sometimes."
676,0,I understand how difficult that must be.
676,1,"I know, it must feel like a lot to take in."
676,2,I know this must be incredibly difficult to hear.
676,3,I don't know how to tell her either.
676,4,It sounds like you're really hurting right now.
676,5,I don't know how I'm going to do this.
676,6,This must be so incredibly difficult for you.
676,7,"This is all really hard, isn't it?"
676,8,I can't believe this is happening.
676,9,"I am so sorry, this sounds incredibly painful."
676,10,I can't believe you're saying that.
676,11,"This is not fair, I have a right to be angry."
676,12,I understand how incredibly frustrating that must be.
676,13,I'm just so hurt.
676,14,I can't believe this is happening.
677,0,It sounds like you're really impressed.
677,1,"It's just so charming, isn't it?"
677,2,That must have been so upsetting to watch.
677,3,"Oh, right, that must have been so devastating for her."
678,0,I'm here for you.
678,1,I'm glad you're here.
678,2,You sound a little down.
678,3,Hey.
678,4,Hey!
678,5,What's up?
678,6,"Oh, hey, Monica."
678,7,I'm so nervous.
678,8,Hi.
678,9,Hi.
678,10,"Oh, wow!"
678,11,Okay.
678,12,"I know, it can be overwhelming sometimes."
678,13,That sounds frustrating.
678,14,"Not really, no."
678,15,That sounds... nice.
678,16,That sounds like fun!
678,17,"Oh, wow, that sounds like a lot to handle."
678,18,That sounds... complicated.
679,0,"Alright, I'm here."
679,1,Okay.
679,2,"Oh, wow, that's exciting!"
679,3,You're welcome!
679,4,"Oh, well, that's a bit of a bummer."
679,5,"That sounds exciting, but also a little nerve-wracking."
679,6,That sounds exciting and a little nerve-wracking all at once.
679,7,What's up?
679,8,I can see how exciting that must be!
679,9,I'm so excited for you!
679,10,"It's okay, we can help you prepare!"
679,11,"Thanks, I really appreciate that."
679,12,It’s okay to feel a little overwhelmed.
679,13,"It's okay to feel nervous, Joey."
679,14,"You're feeling a little overwhelmed right now, aren't you?"
679,15,"I know, it's a lot to take in all at once."
679,16,"I'm here for you, always."
680,0,"No need to apologize, I understand."
680,1,"I know, it's a lot to take in."
680,2,"It's a lot to take in, isn't it?"
680,3,What's wrong?
680,4,"Oh, wow, that's tough."
680,5,That's really thoughtful of you.
680,6,"I know, it's just... a lot to deal with, huh?"
680,7,"No, I need you to stay with me, okay?"
680,8,"You're so sweet, Pheebs."
680,9,I understand that you're trying to be considerate.
680,10,"Oh, Monica, you're the best!"
680,11,"Oh, you're sweet, Rach."
680,12,"Oh Monica, that's so thoughtful of you."
680,13,I just want you to be comfortable.
680,14,I can only imagine.
681,0,"Okay, but I'm still scared."
681,1,"Oh, no worries, accidents happen."
681,2,"Oh, it's okay, little guy, we'll find your person."
681,3,I know you're upset.
681,4,I didn't think of that.
681,5,"Oh, you're really worried about him, aren't you?"
682,0,I understand.
682,1,That sounds really reassuring.
682,2,I understand; it must feel a little unsettling.
682,3,"I understand, it can be hard."
682,4,"I understand, like this."
682,5,I know he is.
682,6,He truly is something special.
682,7,"Oh, you must be so disappointed."
682,8,"He's captivating, isn't he?"
682,9,"It's disappointing when they don't do much, isn't it?"
682,10,"It's still nice, though."
682,11,I would love to.
682,12,"Okay, let's go."
682,13,"Okay, see you later."
682,14,"It's hard to say goodbye, even for a little while."
683,0,"I'm really nervous, though."
684,0,You're very welcome.
684,1,"Oh no, that's frustrating!"
684,2,"Oh no, that's incredibly frustrating!"
685,0,I feel so incredibly disappointed.
685,1,"Oh, no, that sounds stressful."
686,0,"Oh, that's a big deal, wanting to protect it like that."
686,1,Thank you.
686,2,I'm happy to help.
686,3,"Thank you, I appreciate that."
686,4,It sounds like you're feeling a bit frustrated.
686,5,I know you’re trying to help.
686,6,I know how important this is to you.
686,7,I'm so glad I could be.
686,8,"Of course, it was no problem."
686,9,"Thank you, I really appreciate that."
686,10,"It's okay, I understand you're stressed."
686,11,"I'm sorry, I just...I'm a little stressed."
687,0,"Yes, that is correct."
687,1,"Ugh, I hate conference calls."
687,2,You're welcome.
687,3,"That's a bit abrupt, isn't it?"
687,4,What's wrong?
687,5,What's wrong?
687,6,See what?
687,7,"I know, it's frustrating when people don't see what's right in front of them."
688,0,I can only imagine how vulnerable you feel right now.
689,0,"Hey Chip, what's up?"
689,1,"Hey, are you okay?"
689,2,"I'm sorry, I don't know who that is."
689,3,"Okay, I understand."
689,4,I understand.
689,5,"Oh, I see."
689,6,"I don't know, I'm so confused."
689,7,"Oh, wow, you still think he's cute?"
689,8,"I know, right?"
689,9,"Wow, that's so exciting!"
689,10,What did he say?!
689,11,"I know, sometimes those reports can be a real drag."
689,12,"No, I just have to read it for work."
689,13,I can't believe he called!
689,14,"Oh, you’re so excited!"
690,0,"Thank you, it smells lovely."
690,1,You're very welcome.
690,2,I'm glad you like it.
690,3,"Me too, I love making it for you."
690,4,I'm happy you're happy.
690,5,I just remembered I forgot to buy milk.
690,6,"Oh no, I'm so sorry!"
690,7,"Oh my gosh, are you sure?"
690,8,"Oh my gosh, are you serious?"
690,9,Are you sure?
691,0,It sounds like you're really drawn to her.
692,0,"It's alright, I understand."
692,1,That's really sweet of you to say.
693,0,I understand.
693,1,That must be frustrating.
693,2,"I understand, it's frustrating when you feel taken advantage of."
693,3,"Oh wow, that sounds like a really tough situation."
693,4,That sounds like a really difficult situation.
693,5,I understand that you're frustrated.
694,0,That's fantastic!
694,1,That's fantastic!
694,2,"Oh no, I don't know!"
694,3,I really appreciate you saying that.
695,0,I understand your frustration.
695,1,"I'm so sorry, I understand your frustration."
695,2,I understand your frustration.
695,3,"I know, it's frustrating."
695,4,I understand your frustration.
695,5,I can hear the frustration.
695,6,"I know, it's so frustrating."
696,0,"Sure, go ahead."
696,1,"I'm just feeling a bit down today, and they always cheer me up."
696,2,"Oh, I get it, sometimes you just need some space."
696,3,"Yeah, it can be tough when you're trying to focus."
696,4,"Oh, wow, that's gotta be rough."
696,5,"Oh, honey, that sounds really frustrating."
696,6,I know how frustrating that must be.
696,7,"Whoa, hey, maybe let's just take a breath first?"
697,0,That sounds really nice.
697,1,"Yeah, really."
697,2,I'd really like that.
697,3,I'm looking forward to it.
697,4,"Oh wow, that's...a lot."
697,5,"Oh, wow."
697,6,Incredible!
697,7,I can't believe it!
698,0,"I know, and I'm sorry."
698,1,hurting so much.
698,2,I don't know anymore.
698,3,Oh.
698,4,"I don't know, I'm so confused."
698,5,It sounds like you're really confused right now.
698,6,I'm just as confused as you are.
698,7,It sounds like you're really confused right now.
699,0,That's fantastic! I'm so happy for you!
699,1,That's fantastic! Congratulations!
699,2,I understand you're frustrated.
699,3,I understand you feel like you were cheated.
699,4,"Yes, it is."
